AmericaEquity;IncomeFound;AggregateBond;CorporateBond;EquityAllCap;HighYeldPlusBound;SelectEquity;ShortDurationBond;USTechnology;USValue
0.003236914;0.000496747;0.000950086;0.001515864;0.002926887;0.000593029;0.003564131;-5.37E-05;0.004936705;0.002254129
0.002404167;0.000441076;0.000210848;-0.00012612;0.001264769;0.00034556;0.001223119;-0.000531715;0.006551126;-0.000750077
-0.001497138;0.000385574;0.000263416;0.000756172;-0.0017256;0.000542467;-0.001948632;0.000591417;-0.004621667;0.00112463
0.00118566;0.000550227;0.000105322;-0.000125937;0.000729423;0.000886215;0.001200193;-4.18E-05;0.002178863;0.000748139
-0.004762186;0.000604446;0.000631395;0.001215866;-0.004821472;0.00068803;-0.005250233;7.16E-05;-0.004071136;-0.001122692
0.006689762;0.000439069;0.000525462;0.000627563;0.005013222;0.00044173;0.005050431;3.58E-05;0.006642128;0.001496279
0.000465066;0.000383822;0.000157515;0.000668403;3.83E-05;0.000686244;-0.000149912;-5.37E-05;0.000219664;0.001118836
-0.004172348;0.00032872;0.000104978;0.000458931;-0.004160383;0.000244825;-0.005684696;7.16E-05;-0.005321378;-0.001492422
0.001499184;0;0.00015742;-0.000166828;0.001391228;0;0.000885257;2.39E-05;0.00205157;0.000746852
-0.000343106;-0.000548006;-0.000945375;-0.001336935;-0.000347389;0.000146829;-0.000530938;-0.000244772;-0.001459132;0.002603915
0.002302964;-0.000109684;-0.000789387;-0.000670014;0.002809732;0.000537947;0.002698508;-0.000125425;0.005679536;-0.000742384
-0.001648178;0.000438571;0.000631625;0.000586319;-0.002809732;0.000146597;-0.002951564;0.000209021;-0.000584736;-0.000743655
-0.003283847;5.48E-05;-0.00015782;0.000125537;-0.003683934;4.89E-05;-0.00327771;-2.39E-05;-0.011581378;-0.000372306
-0.001352013;0.000273847;0.000368158;0.000334587;-0.000506557;0.000195364;0.000280461;0.000125371;-0.001034102;0.001487311
-0.001672246;0;0.000210236;0.000501398;-0.002424048;-9.77E-05;-0.002812798;-5.97E-06;-0.002927606;0.001482235
0.0009158;0.000765855;0.000839927;0.001084381;0.000352719;0.000292947;-0.000539066;0;-0.001461729;0.00036977
-0.001770182;-0.004229015;0;-8.33E-05;-0.001491209;-0.000195276;-0.001492334;-8.36E-05;-0.004395731;-0.000739854
0.001170393;0.006518511;-0.000157363;-0.001042824;0.003133451;-0.000439693;0.002236582;-8.36E-05;0.003729678;0
0.000662876;-0.000271927;-0.000262398;-0.000208866;0.000117066;0.000195474;0.000691776;-5.97E-06;0.00079914;-0.0003704
-0.000694467;-5.44E-05;0.000157458;-0.000292581;-0.000702868;-4.89E-05;-0.000256085;-0.000460061;-0.000114073;-0.000370717
0.00063138;-0.000544433;0.000209855;-4.18E-05;0.001326687;-0.000978361;0.002171924;0.000573508;0.001158347;-0.001486039
-0.004598436;-0.000708785;0.000157325;-0.000376502;-0.003520692;-0.001373419;-0.002889766;-5.97E-05;-0.004862944;-0.002238636
-0.00648836;-0.000819269;0.000314478;-0.000334942;-0.006250657;-0.001279219;-0.00562987;0.00013134;-0.007524877;-0.003379741
0.004955329;0.000600948;0.000261891;0.000293089;0.004794942;0.000787657;0.004139126;2.98E-05;0.009743793;0.00300551
0.002838223;-0.000218431;-0.000838609;-0.000921802;0.003806011;-0.00019678;0.003666252;-0.00030451;0.004234089;0
0.001332972;0.000109229;-0.000367401;0.000125816;0.001014525;0.000295137;0.000918117;-5.97E-05;0.002073458;0.000374231
-0.003691541;0.000218376;0.000682069;0.000921536;-0.00285451;9.83E-05;-0.003093625;0.000143345;0.000976745;-0.002626411
-0.009303205;-0.000327605;0.000994948;0.001253497;-0.008637836;-0.000491895;-0.008420087;0.000256709;-0.009695026;-0.007209947
-0.001111564;-0.000109256;-0.000104624;-0.000333912;-0.001202255;-9.84E-05;-0.001625002;-2.98E-05;0.000670992;-0.000382807
0.004234828;0;-0.000156983;-0.000543155;0.004272896;9.84E-05;0.00490881;-0.000113419;0.00540662;0.00267259
-0.000454079;-5.46E-05;-5.23E-05;0.000376103;-0.00011923;4.92E-05;-0.000675581;-3.58E-05;0.003260782;0.000760586
-0.001104745;0.0004915;0.00052312;0.000375778;-0.001114393;0.000344346;-0.001432586;-1.19E-05;-0.00118462;-0.000760586
0.00227142;0;-0.000366118;-0.000250482;0.002106975;0.000196647;0.001978329;-0.000149296;0.003693592;0.001898973
-0.006620123;0.000545459;0.000470667;0.00050082;-0.006311602;0.00044213;-0.006568252;0.00011347;-0.009990299;-0.001138387
-0.005223366;5.45E-05;0.000783313;0.001207936;-0.004652261;-4.91E-05;-0.004905537;-0.00022697;-0.00389556;-0.003050369
0.006928799;0.000163484;-0.000313156;-0.000916058;0.00637908;0.00019638;0.007245902;0.0003225;0.009777828;0.001527863
0.006336383;0.000272336;0.00010441;0.00054154;0.006326237;0.000539588;0.005809262;1.19E-05;0.008861366;0.002281763
0.001577791;0.000272166;-0.000156625;-0.00054154;0.001340903;0.000489953;0.00103385;-0.000125385;0.000295363;0.001514542
-0.001642312;0.000598164;0.00036537;0.001123983;-0.002171181;0.000440486;-0.001707175;0.00022686;-0.001367741;-0.001894004
-0.003693664;0.000543072;0.001094269;0.000581663;-0.003257323;9.78E-05;-0.002625557;0.000131286;-0.002953448;-0.0019023
-0.002381847;-5.43E-05;-0.00036445;0;-0.002719849;0.000244466;-0.0028252;-2.39E-05;-0.00132535;-0.000381462
-0.000556557;0.000108546;0.000260353;-0.000249189;-0.00104446;-0.000146663;-0.001630217;0;0.000411104;-0.001146401
0.005210163;-0.000108546;-0.000520862;-0.00095655;0.005396025;-0.000146713;0.004011926;-0.000167107;0.0057887;0.003430163
0.003289148;-0.000380126;-0.001200358;-0.001334367;0.003284579;0.000195606;0.003742373;-0.00030454;0.002022629;0.00415596
-0.000353516;5.43E-05;-0.000418295;4.18E-05;0.000512209;0;0.001266128;-0.000125461;1.83E-05;0
0.001380293;-0.000108655;-0.000523436;-0.000208846;0.00168994;-4.89E-05;0.002444272;-0.00025103;0.000238407;0.00037585
-0.003669028;-5.43E-05;5.24E-05;0.000626236;-0.00401945;-0.000195628;-0.004072829;0.000406357;-0.003331187;0
0.002931277;0.000380222;-0.000209526;-8.34E-05;0.003469958;0.00063547;0.002916731;-0.000549869;0.006600626;0.001874386
-0.001737052;-0.000108601;-0.000262049;0.000125163;-0.001534403;0.00029298;-0.001133391;0.000490134;-0.000947247;0.000747495
-0.000709684;0.000108601;-0.000104864;0.000166828;0;0.000341561;-5.16E-05;-0.000442292;-0.000310126;-0.000373587
0.00093525;-0.000162911;-0.000472202;-0.000125115;0.001966204;-9.76E-05;0.001647788;-0.000382886;-0.001608906;0.000373587
-0.001775466;0.000108614;0;0.000125115;-0.00180858;-0.000292816;-0.001518829;2.39E-05;-0.00060488;-0.000373587
0.003126405;0.000434186;0.000209931;0;0.003023171;0.000536678;0.003339558;6.58E-05;-0.002096091;0.002236715
0.003709481;0.000271146;0.000524384;0.000333463;0.003507108;0.000243726;0.004328721;2.39E-05;0.001692369;0
0.003362215;-0.000433915;-0.000891829;-0.001502606;0.004171484;-0.002443432;0.003080116;-0.000203492;0.003547221;0.001484769
